Attr 4,Attr 4_Binned,Attr 5,Attr 5_Binned,Attr 6,Attr 6_Binned,Attr 7,Attr 7_Binned,Attr 8,Attr 8_Binned,Attr 9,Attr 9_Binned,Attr 10,Attr 10_Binned,Attr 11,Attr 11_Binned,Attr 12,Attr 12_Binned
-1.701980412,-2.9660261955,8.146370801,-2.206961959,9.156838625,-0.153626997,-2.014967321,-2.0447290655000003,-0.803181653,-0.865229896,-0.773372724,-0.865229896,0.104021224,-0.865229896,0.89546482,-0.865229896,-300.26537189999993,-1216.25749305
-2.88904148,-2.9660261955,5.983770648999998,-2.206961959,1.010967308,-0.153626997,-1.211778256,-2.0447290655000003,-0.565783032,-0.865229896,-0.803181653,-0.865229896,-0.472505599,-0.865229896,0.581759336,-0.865229896,-542.4344617,-1216.25749305
0.818304101,-2.9660261955,-1.4892270930000002,-2.206961959,2.458837883,-0.153626997,1.0525450790000002,-2.0447290655000003,-0.066865016,-0.865229896,-0.565783032,-0.865229896,-0.773372724,-0.865229896,0.104021224,-0.865229896,-114.0490358,-1216.25749305
1.199301925,-2.9660261955,-1.776914969,-2.206961959,2.761725184,-0.153626997,1.402231252,-2.0447290655000003,0.489822965,-0.865229896,-0.066865016,-0.865229896,-0.803181653,-0.865229896,-0.472505599,-0.865229896,342.2172913,-1216.25749305
0.5125018720000001,-2.9660261955,4.269415021,-2.206961959,2.132984697,-0.153626997,1.611415309,-2.0447290655000003,0.8509991140000001,-0.865229896,0.489822965,-0.865229896,-0.565783032,-0.865229896,-0.773372724,-0.865229896,231.6253582,-1216.25749305
0.422293891,-2.9660261955,-1.768439834,-2.206961959,2.458060636,-0.153626997,1.036517937,-2.0447290655000003,0.973592846,-0.865229896,0.8509991140000001,-0.865229896,-0.066865016,-0.865229896,-0.803181653,-0.865229896,-537.1037564,-1216.25749305
-1.987908066,-2.9660261955,8.399440871,-2.206961959,8.725311409,-0.153626997,0.068467423,-2.0447290655000003,0.687864787,-0.865229896,0.973592846,-0.865229896,0.489822965,-0.865229896,-0.565783032,-0.865229896,382.8215805,-1216.25749305
-1.075120726,-2.9660261955,7.511973003,-2.206961959,8.831605616000001,-0.153626997,-0.096314681,-2.0447290655000003,0.194999216,-0.865229896,0.687864787,-0.865229896,0.8509991140000001,-0.865229896,-0.066865016,-0.865229896,-111.3026753,-1216.25749305
0.906204149,-2.9660261955,-1.894549391,-2.206961959,2.994983801,-0.153626997,-0.170545378,-2.0447290655000003,-0.416926432,-0.865229896,0.194999216,-0.865229896,0.973592846,-0.865229896,0.489822965,-0.865229896,197.34572340000003,-1216.25749305
0.08690881800000001,-2.9660261955,4.553879908,-2.206961959,1.414444459,-0.153626997,-0.358389387,-2.0447290655000003,-0.749569405,-0.865229896,-0.416926432,-0.865229896,0.687864787,-0.865229896,0.8509991140000001,-0.865229896,-493.2450742,-1216.25749305
-0.968601313,-2.9660261955,7.715956175,-2.206961959,8.832363134,-0.153626997,-0.642060538,-2.0447290655000003,-0.856340551,-0.865229896,-0.749569405,-0.865229896,0.194999216,-0.865229896,0.973592846,-0.865229896,610.9804528,-1216.25749305
-1.32999135,-2.9660261955,7.65629408,-2.206961959,9.193769185,-0.153626997,-0.44611396,-2.0447290655000003,-0.525517883,-0.865229896,-0.856340551,-0.865229896,-0.416926432,-0.865229896,0.687864787,-0.865229896,327.4036209,-1216.25749305
-2.35120268,-2.9660261955,5.497054519,-2.206961959,0.8379151840000001,-0.153626997,-1.650177436,-2.0447290655000003,-0.064926871,-0.865229896,-0.525517883,-0.865229896,-0.749569405,-0.865229896,0.194999216,-0.865229896,263.3534917,-1216.25749305
1.296389258,-2.9660261955,4.18014155,-2.206961959,1.961880857,-0.153626997,0.55952629,-2.0447290655000003,0.468553394,-0.865229896,-0.064926871,-0.865229896,-0.856340551,-0.865229896,-0.416926432,-0.865229896,-803.2541659,-1216.25749305
-0.116158125,-2.9660261955,-2.076977805,-2.206961959,3.118279154,-0.153626997,1.543075251,-2.0447290655000003,0.8999734429999999,-0.865229896,0.468553394,-0.865229896,-0.525517883,-0.865229896,-0.749569405,-0.865229896,-200.692766,-1216.25749305
-2.74031164,-2.9660261955,5.37422396,-2.206961959,0.818140476,-0.153626997,1.306844915,-2.0447290655000003,0.917790101,-0.865229896,0.8999734429999999,-0.865229896,-0.064926871,-0.865229896,-0.856340551,-0.865229896,-179.4455879,-1216.25749305
-0.653696073,-2.9660261955,7.671372539,-2.206961959,9.826127965,-0.153626997,0.262559359,-2.0447290655000003,0.723575298,-0.865229896,0.917790101,-0.865229896,0.468553394,-0.865229896,-0.525517883,-0.865229896,-1178.199205,-1216.25749305
-2.393528818,-2.9660261955,5.538833081,-2.206961959,0.554407918,-0.153626997,1.280051888,-2.0447290655000003,0.237343404,-0.865229896,0.723575298,-0.865229896,0.8999734429999999,-0.865229896,-0.064926871,-0.865229896,-343.0104707,-1216.25749305
1.969891996,-2.9660261955,-1.607227419,-2.206961959,2.5183427430000003,-0.153626997,-0.442695391,-2.0447290655000003,-0.314161678,-0.865229896,0.237343404,-0.865229896,0.917790101,-0.865229896,0.468553394,-0.865229896,390.8384537,-1216.25749305
-2.102789688,-2.9660261955,6.263421021,-2.206961959,0.37641462,-0.153626997,-0.233134198,-2.0447290655000003,-0.7780116420000001,-0.865229896,-0.314161678,-0.865229896,0.723575298,-0.865229896,0.8999734429999999,-0.865229896,21.5399382,-1216.25749305
-1.159112446,-2.9660261955,8.225875026,-2.206961959,8.650481637,-0.153626997,-0.511410761,-2.0447290655000003,-0.864866001,-0.865229896,-0.7780116420000001,-0.865229896,0.237343404,-0.865229896,0.917790101,-0.865229896,-434.4623326,-1216.25749305
-2.213781064,-2.9660261955,6.262644768,-2.206961959,0.289897823,-0.153626997,0.333174796,-2.0447290655000003,-0.6459189329999999,-0.865229896,-0.864866001,-0.865229896,-0.314161678,-0.865229896,0.723575298,-0.865229896,786.8382792,-1216.25749305
-2.433662703,-2.9660261955,6.177565526,-2.206961959,0.533662194,-0.153626997,0.419211302,-2.0447290655000003,-0.07897035,-0.865229896,-0.6459189329999999,-0.865229896,-0.7780116420000001,-0.865229896,0.237343404,-0.865229896,-907.7411319,-1216.25749305
0.458235369,-2.9660261955,-0.598584078,-2.206961959,2.96471861,-0.153626997,1.169145818,-2.0447290655000003,0.421955944,-0.865229896,-0.07897035,-0.865229896,-0.864866001,-0.865229896,-0.314161678,-0.865229896,-1152.183908,-1216.25749305
-1.438325817,-2.9660261955,8.344641515,-2.206961959,8.594802703,-0.153626997,0.680617661,-2.0447290655000003,0.788469506,-0.865229896,0.421955944,-0.865229896,-0.6459189329999999,-0.865229896,-0.7780116420000001,-0.865229896,-514.5879258,-1216.25749305
-1.236037142,-2.9660261955,7.820706603,-2.206961959,9.78116111,-0.153626997,1.094949399,-2.0447290655000003,0.896371881,-0.865229896,0.788469506,-0.865229896,-0.07897035,-0.865229896,-0.864866001,-0.865229896,174.652739,-1216.25749305
-2.029149751,-2.9660261955,5.275886667,-2.206961959,0.274100199,-0.153626997,1.068187972,-2.0447290655000003,0.74878414,-0.865229896,0.896371881,-0.865229896,0.421955944,-0.865229896,-0.6459189329999999,-0.865229896,-5.057284763999999,-1216.25749305
1.08656252,-2.9660261955,-1.154740615,-2.206961959,2.8477557,-0.153626997,0.322907671,-2.0447290655000003,0.239065016,-0.865229896,0.74878414,-0.865229896,0.788469506,-0.865229896,-0.07897035,-0.865229896,-457.59062810000006,-1216.25749305
-1.560847329,-2.9660261955,6.615205167,-2.206961959,1.073874615,-0.153626997,0.091961359,-2.0447290655000003,-0.337733908,-0.865229896,0.239065016,-0.865229896,0.896371881,-0.865229896,0.421955944,-0.865229896,108.94189640000002,-1216.25749305
-2.8870820310000003,-2.9660261955,5.053029337,-2.206961959,0.69621003,-0.153626997,-0.361249211,-2.0447290655000003,-0.6704878710000001,-0.865229896,-0.337733908,-0.865229896,0.74878414,-0.865229896,0.788469506,-0.865229896,93.17651306,-1216.25749305
1.407549,-2.9660261955,3.2801134610000005,-2.206961959,2.527818962,-0.153626997,-1.3802415680000002,-2.0447290655000003,-0.8363833420000001,-0.865229896,-0.6704878710000001,-0.865229896,0.239065016,-0.865229896,0.896371881,-0.865229896,1030.09148,-1216.25749305
0.502717822,-2.9660261955,3.240118432,-2.206961959,2.297795331,-0.153626997,-0.459418203,-2.0447290655000003,-0.681395564,-0.865229896,-0.8363833420000001,-0.865229896,-0.337733908,-0.865229896,0.74878414,-0.865229896,-760.9645542999998,-1216.25749305
1.025436393,-2.9660261955,-1.582015699,-2.206961959,2.535023272,-0.153626997,0.012924316000000002,-2.0447290655000003,-0.153509734,-0.865229896,-0.681395564,-0.865229896,-0.6704878710000001,-0.865229896,0.239065016,-0.865229896,157.3312684,-1216.25749305
-0.68230612,-2.9660261955,7.898050518,-2.206961959,9.186717619,-0.153626997,-0.361275156,-2.0447290655000003,0.376085158,-0.865229896,-0.153509734,-0.865229896,-0.8363833420000001,-0.865229896,-0.337733908,-0.865229896,1000.99076,-1216.25749305
-0.596455757,-2.9660261955,7.524568799,-2.206961959,9.153253779,-0.153626997,0.366319345,-2.0447290655000003,0.812900657,-0.865229896,0.376085158,-0.865229896,-0.681395564,-0.865229896,-0.6704878710000001,-0.865229896,-158.4966325,-1216.25749305
-1.043168765,-2.9660261955,7.862899707,-2.206961959,9.16434477,-0.153626997,1.338114954,-2.0447290655000003,0.959203079,-0.865229896,0.812900657,-0.865229896,-0.153509734,-0.865229896,-0.8363833420000001,-0.865229896,-266.63213219999994,-1216.25749305
-2.012004345,-2.9660261955,5.47974892,-2.206961959,0.831653064,-0.153626997,0.852782721,-2.0447290655000003,0.793718719,-0.865229896,0.959203079,-0.865229896,0.376085158,-0.865229896,-0.681395564,-0.865229896,392.0139357,-1216.25749305
-0.956683828,-2.545021787,6.803839718,-1.729824613,8.898251456,0.328933366,0.204446345,-1.3441155635,0.34267033700000005,-0.8188674125,0.793718719,-0.8188674125,0.812900657,-0.8188674125,-0.153509734,-0.8188674125,411.6880319,-723.07214965
0.525539755,-2.545021787,4.011516226,-1.729824613,1.901315598,0.328933366,-0.3040454,-1.3441155635,-0.206082117,-0.8188674125,0.34267033700000005,-0.8188674125,0.959203079,-0.8188674125,0.376085158,-0.8188674125,-112.2749131,-723.07214965
1.423076594,-2.545021787,3.777424363,-1.729824613,1.87063368,0.328933366,-0.974049273,-1.3441155635,-0.647046246,-0.8188674125,-0.206082117,-0.8188674125,0.793718719,-0.8188674125,0.812900657,-0.8188674125,-91.10745357,-723.07214965
-1.162159588,-2.545021787,7.432913807,-1.729824613,9.200093218,0.328933366,-0.719688311,-1.3441155635,-0.837513478,-0.8188674125,-0.647046246,-0.8188674125,0.34267033700000005,-0.8188674125,0.959203079,-0.8188674125,-308.7606289,-723.07214965
1.028448698,-2.545021787,-1.394889967,-1.729824613,3.808259994,0.328933366,-1.77920773,-1.3441155635,-0.7143938790000001,-0.8188674125,-0.837513478,-0.8188674125,-0.206082117,-0.8188674125,0.793718719,-0.8188674125,112.9926663,-723.07214965
-2.038652175,-2.545021787,5.69720674,-1.729824613,0.606208025,0.328933366,0.3904098070000001,-1.3441155635,-0.25429803300000003,-0.8188674125,-0.7143938790000001,-0.8188674125,-0.647046246,-0.8188674125,0.34267033700000005,-0.8188674125,-288.5796786,-723.07214965
-2.2748453630000003,-2.545021787,6.023896066,-1.729824613,1.319996879,0.328933366,-0.198834117,-1.3441155635,0.30407159,-0.8188674125,-0.25429803300000003,-0.8188674125,-0.837513478,-0.8188674125,-0.206082117,-0.8188674125,372.6365922,-723.07214965
-2.567472485,-2.545021787,6.223288879,-1.729824613,0.100595262,0.328933366,0.601944176,-1.3441155635,0.7936312940000001,-0.8188674125,0.30407159,-0.8188674125,-0.7143938790000001,-0.8188674125,-0.647046246,-0.8188674125,745.2932384,-723.07214965
0.995441042,-2.545021787,-0.966366081,-1.729824613,2.753729544,0.328933366,-0.056788453,-1.3441155635,0.99503623,-0.8188674125,0.7936312940000001,-0.8188674125,-0.25429803300000003,-0.8188674125,-0.837513478,-0.8188674125,612.6194145,-723.07214965
-2.067648767,-2.545021787,5.595733917,-1.729824613,0.4887147220000001,0.328933366,-0.058059025,-1.3441155635,0.8039895290000001,-0.8188674125,0.99503623,-0.8188674125,0.30407159,-0.8188674125,-0.7143938790000001,-0.8188674125,-112.9735495,-723.07214965
1.102798243,-2.545021787,-1.6574313980000002,-1.729824613,3.158965324,0.328933366,0.979015127,-1.3441155635,0.357373483,-0.8188674125,0.8039895290000001,-0.8188674125,0.7936312940000001,-0.8188674125,-0.25429803300000003,-0.8188674125,51.71738403,-723.07214965
0.651072883,-2.545021787,4.413593871000001,-1.729824613,1.6989014880000002,0.328933366,0.081529744,-1.3441155635,-0.215233759,-0.8188674125,0.357373483,-0.8188674125,0.99503623,-0.8188674125,0.30407159,-0.8188674125,-171.918854,-723.07214965
1.884171928,-2.545021787,3.722041058,-1.729824613,2.073570928,0.328933366,-1.084233067,-1.3441155635,-0.651299459,-0.8188674125,-0.215233759,-0.8188674125,0.8039895290000001,-0.8188674125,0.7936312940000001,-0.8188674125,235.6192164,-723.07214965
1.246843397,-2.545021787,4.534423653999999,-1.729824613,1.971948019,0.328933366,-1.4139951780000002,-1.3441155635,-0.8792098909999999,-0.8188674125,-0.651299459,-0.8188674125,0.357373483,-0.8188674125,0.99503623,-0.8188674125,64.27901308,-723.07214965
-1.237251894,-2.545021787,8.728266571,-1.729824613,9.23126333,0.328933366,-0.70246997,-1.3441155635,-0.717461311,-0.8188674125,-0.8792098909999999,-0.8188674125,-0.215233759,-0.8188674125,0.8039895290000001,-0.8188674125,-368.867815,-723.07214965
0.8149993000000001,-2.545021787,4.792765356,-1.729824613,2.138577513,0.328933366,-1.151231635,-1.3441155635,-0.293412318,-0.8188674125,-0.717461311,-0.8188674125,-0.651299459,-0.8188674125,0.357373483,-0.8188674125,-754.71695,-723.07214965
0.595478569,-2.545021787,-2.007384621,-1.729824613,3.127186957,0.328933366,-0.28594052,-1.3441155635,0.29414276,-0.8188674125,-0.293412318,-0.8188674125,-0.8792098909999999,-0.8188674125,-0.215233759,-0.8188674125,578.6378987,-723.07214965
0.736007055,-2.545021787,4.924684599,-1.729824613,2.170029317,0.328933366,1.7798463269999998,-1.3441155635,0.69811658,-0.8188674125,0.29414276,-0.8188674125,-0.717461311,-0.8188674125,-0.651299459,-0.8188674125,-287.4176228,-723.07214965
-1.653325024,-2.545021787,7.424541265,-1.729824613,9.402597822999999,0.328933366,1.213651724,-1.3441155635,0.953391077,-0.8188674125,0.69811658,-0.8188674125,-0.293412318,-0.8188674125,-0.8792098909999999,-0.8188674125,-355.2538605,-723.07214965
1.94125155,-2.545021787,3.919585575,-1.729824613,1.738020576,0.328933366,0.548477516,-1.3441155635,0.7925863940000001,-0.8188674125,0.953391077,-0.8188674125,0.29414276,-0.8188674125,-0.717461311,-0.8188674125,-890.3654075,-723.07214965
-1.407515026,-2.545021787,7.7709106010000015,-1.729824613,9.991034732000001,0.328933366,1.066158671,-1.3441155635,0.374580659,-0.8188674125,0.7925863940000001,-0.8188674125,0.69811658,-0.8188674125,-0.293412318,-0.8188674125,-74.25523424,-723.07214965
0.8377702990000001,-2.545021787,3.985932799,-1.729824613,2.134454437,0.328933366,0.629391656,-1.3441155635,-0.149034089,-0.8188674125,0.374580659,-0.8188674125,0.953391077,-0.8188674125,0.29414276,-0.8188674125,126.451178,-723.07214965
-1.810697683,-2.545021787,7.193564604,-1.729824613,9.85674111,0.328933366,-0.371838833,-1.3441155635,-0.600949037,-0.8188674125,-0.149034089,-0.8188674125,0.7925863940000001,-0.8188674125,0.69811658,-0.8188674125,741.3445866000002,-723.07214965
-2.233325479,-2.545021787,5.522531462000001,-1.729824613,0.6135288760000001,0.328933366,-0.92477386,-1.3441155635,-0.796622645,-0.8188674125,-0.600949037,-0.8188674125,0.374580659,-0.8188674125,0.953391077,-0.8188674125,-28.85025549,-723.07214965
-1.906883624,-2.545021787,5.4904492110000005,-1.729824613,-0.217809391,0.328933366,-2.252674952,-1.3441155635,-0.7789615790000001,-0.8188674125,-0.796622645,-0.8188674125,-0.149034089,-0.8188674125,0.7925863940000001,-0.8188674125,-322.879025,-723.07214965
1.490663681,-2.545021787,3.700987968,-1.729824613,2.325851814,0.328933366,-0.6150203989999999,-1.3441155635,-0.301694158,-0.8188674125,-0.7789615790000001,-0.8188674125,-0.600949037,-0.8188674125,0.374580659,-0.8188674125,97.95956028,-723.07214965
-1.975834079,-2.545021787,5.62460398,-1.729824613,0.023787362000000003,0.328933366,0.599053874,-1.3441155635,0.20925947600000006,-0.8188674125,-0.301694158,-0.8188674125,-0.796622645,-0.8188674125,-0.149034089,-0.8188674125,-193.7037058,-723.07214965
-2.405845992,-2.545021787,5.377044203,-1.729824613,1.0357198090000002,0.328933366,0.31888893,-1.3441155635,0.677668446,-0.8188674125,0.20925947600000006,-0.8188674125,-0.7789615790000001,-0.8188674125,-0.600949037,-0.8188674125,218.6357378,-723.07214965
1.205171918,-2.545021787,-1.6954350480000002,-1.729824613,2.730157967,0.328933366,1.057831358,-1.3441155635,0.937681358,-0.8188674125,0.677668446,-0.8188674125,-0.301694158,-0.8188674125,-0.796622645,-0.8188674125,-66.85257170000001,-723.07214965
-2.250017206,-2.545021787,6.333178818,-1.729824613,0.858170439,0.328933366,0.069345844,-1.3441155635,0.8552679059999999,-0.8188674125,0.937681358,-0.8188674125,0.20925947600000006,-0.8188674125,-0.7789615790000001,-0.8188674125,-550.0182451000002,-723.07214965
-1.603017505,-2.545021787,8.186781519,-1.729824613,9.30783622,0.328933366,0.85508133,-1.3441155635,0.401214457,-0.8188674125,0.8552679059999999,-0.8188674125,0.677668446,-0.8188674125,-0.301694158,-0.8188674125,-320.8689705,-723.07214965
-2.082909767,-2.545021787,7.851488597999999,-1.729824613,9.142153243,0.328933366,0.400749184,-1.3441155635,-0.062665511,-0.8188674125,0.401214457,-0.8188674125,0.937681358,-0.8188674125,0.20925947600000006,-0.8188674125,162.4055766,-723.07214965
1.10219696,-2.545021787,4.632421612,-1.729824613,2.05738458,0.328933366,-0.04735236,-1.3441155635,-0.593355279,-0.8188674125,-0.062665511,-0.8188674125,0.8552679059999999,-0.8188674125,0.677668446,-0.8188674125,-683.3857813999998,-723.07214965
-1.705016342,-2.545021787,7.311071867000001,-1.729824613,8.660086789,0.328933366,-1.323534722,-1.3441155635,-0.883993342,-0.8188674125,-0.593355279,-0.8188674125,0.401214457,-0.8188674125,0.937681358,-0.8188674125,237.3205205,-723.07214965
0.778942125,-2.545021787,4.086642737,-1.729824613,2.22168754,0.328933366,-0.75190522,-1.3441155635,-0.762799515,-0.8188674125,-0.883993342,-0.8188674125,-0.062665511,-0.8188674125,0.8552679059999999,-0.8188674125,-756.9969675,-723.07214965
0.581454451,-2.545021787,-1.889824062,-1.729824613,3.00758315,0.328933366,-0.573580278,-1.3441155635,-0.394088221,-0.8188674125,-0.762799515,-0.8188674125,-0.593355279,-0.8188674125,0.401214457,-0.8188674125,-685.4814283,-723.07214965
-0.67772903,-2.545021787,8.830836661000001,-1.729824613,9.951643022999999,0.328933366,0.402438981,-1.3441155635,0.196262061,-0.8188674125,-0.394088221,-0.8188674125,-0.883993342,-0.8188674125,-0.062665511,-0.8188674125,-813.4448202000002,-723.07214965
-2.37715433,-2.545021787,6.032841029,-1.729824613,0.049688255999999986,0.328933366,1.239036603,-1.3441155635,0.648797388,-0.8188674125,0.196262061,-0.8188674125,-0.762799515,-0.8188674125,-0.593355279,-0.8188674125,441.8917595,-723.07214965
-2.248236005,-2.545021787,6.138163432000001,-1.729824613,0.618124076,0.328933366,1.6158052319999998,-1.3441155635,0.903603591,-0.8188674125,0.648797388,-0.8188674125,-0.394088221,-0.8188674125,-0.883993342,-0.8188674125,1091.957123,-723.07214965
1.654742708,-2.545021787,4.297844246,-1.729824613,2.383829896,0.328933366,0.199251855,-1.3441155635,0.847088315,-0.8188674125,0.903603591,-0.8188674125,0.196262061,-0.8188674125,-0.762799515,-0.8188674125,306.1740609,-723.07214965
-1.332831091,-2.545021787,7.829457981,-1.729824613,9.227890558,0.328933366,0.410798792,-1.3441155635,0.53854056,-0.8188674125,0.847088315,-0.8188674125,0.648797388,-0.8188674125,-0.394088221,-0.8188674125,120.0729477,-723.07214965
-2.769810322,-2.545021787,5.8410973560000015,-1.729824613,0.089187861,0.328933366,0.8467340320000001,-1.3441155635,-0.03013866,-0.8188674125,0.53854056,-0.8188674125,0.903603591,-0.8188674125,0.196262061,-0.8188674125,242.784421,-723.07214965
0.034436234,-2.545021787,-0.999483606,-1.729824613,2.822163625,0.328933366,-1.192105744,-1.3441155635,-0.552280725,-0.8188674125,-0.03013866,-0.8188674125,0.847088315,-0.8188674125,0.648797388,-0.8188674125,-143.5498655,-723.07214965
-2.833479576,-2.545021787,6.32365174,-1.729824613,-0.256705616,0.328933366,-1.274645785,-1.3441155635,-0.8211390540000001,-0.8188674125,-0.552280725,-0.8188674125,0.53854056,-0.8188674125,0.903603591,-0.8188674125,-451.735449,-723.07214965
-3.256678869,-2.545021787,5.4974720810000015,-1.729824613,-0.039270184,0.328933366,-1.436303851,-1.3441155635,-0.807597694,-0.8188674125,-0.8211390540000001,-0.8188674125,-0.03013866,-0.8188674125,0.847088315,-0.8188674125,-14.11446728,-723.07214965
-1.593598007,-2.545021787,7.421217723,-1.729824613,9.329922076,0.328933366,0.428165962,-1.3441155635,-0.389506574,-0.8188674125,-0.807597694,-0.8188674125,-0.552280725,-0.8188674125,0.53854056,-0.8188674125,255.4362056,-723.07214965
0.305165275,-2.545021787,-2.035927267,-1.729824613,3.525385996,0.328933366,-0.06985558,-1.3441155635,0.08817272599999999,-0.8188674125,-0.389506574,-0.8188674125,-0.8211390540000001,-0.8188674125,-0.03013866,-0.8188674125,-177.6940851,-723.07214965
1.753718553,-2.545021787,4.138339735,-1.729824613,1.756285597,0.328933366,0.4169670170000001,-1.3441155635,0.598981573,-0.8188674125,0.08817272599999999,-0.8188674125,-0.807597694,-0.8188674125,-0.552280725,-0.8188674125,585.7358230000001,-723.07214965
-2.584765087,-2.545021787,5.677121112999999,-1.729824613,0.578985411,0.328933366,1.404334466,-1.3441155635,0.899119824,-0.8188674125,0.598981573,-0.8188674125,-0.389506574,-0.8188674125,-0.8211390540000001,-0.8188674125,1130.780344,-723.07214965
0.828173102,-2.545021787,4.122265711,-1.729824613,2.216573337,0.328933366,1.147645843,-1.3441155635,0.884805465,-0.8188674125,0.899119824,-0.8188674125,0.08817272599999999,-0.8188674125,-0.807597694,-0.8188674125,-916.6827463,-723.07214965
0.959531193,-2.329859925,-1.110276658,-1.5037726915,2.902175065,0.5369392205,0.328053515,-1.1332763694999999,0.537394543,-0.774336711,0.884805465,-0.774336711,0.598981573,-0.774336711,-0.389506574,-0.774336711,59.635741,-581.91174065
-1.222697298,-2.329859925,7.192531952,-1.5037726915,8.886873666,0.5369392205,0.550034358,-1.1332763694999999,-0.00137359,-0.774336711,0.537394543,-0.774336711,0.899119824,-0.774336711,0.08817272599999999,-0.774336711,-941.4870769,-581.91174065
-2.126262933,-2.329859925,5.868838004,-1.5037726915,0.380327712,0.5369392205,-0.970688893,-1.1332763694999999,-0.496209802,-0.774336711,-0.00137359,-0.774336711,0.884805465,-0.774336711,0.598981573,-0.774336711,702.7099774000002,-581.91174065
0.226188315,-2.329859925,-1.440917777,-1.5037726915,2.956769954,0.5369392205,-0.317910455,-1.1332763694999999,-0.770752329,-0.774336711,-0.496209802,-0.774336711,0.537394543,-0.774336711,0.899119824,-0.774336711,482.0665457,-581.91174065
0.329680403,-2.329859925,4.187052382,-1.5037726915,1.7506706369999998,0.5369392205,-0.263441544,-1.1332763694999999,-0.7459570170000001,-0.774336711,-0.770752329,-0.774336711,-0.00137359,-0.774336711,0.884805465,-0.774336711,-177.56353959999996,-581.91174065
0.33071094,-2.329859925,4.218691215,-1.5037726915,1.697080897,0.5369392205,-0.091102598,-1.1332763694999999,-0.479306537,-0.774336711,-0.7459570170000001,-0.774336711,-0.496209802,-0.774336711,0.537394543,-0.774336711,-415.4643082,-581.91174065
